,event_source,ONNET_OUTGOING_Usage,ONNET_INCOMING,OFFNET_OUTGOING_Usage,OFFNET_INCOMING_Usage,IDD_INCOMING_Usage,Peo_TV_Package,PEO_TV_Usage,Location_Identifier
225,112410351,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,C300MIDH-IDJ-NODE11065541
226,112410355,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,C300MIDH-IDJ-NODE11065541
227,112410356,LOW,LOW,MEDIUM,LOW,LOW,NO,NO,C300MIDH-IDJ-NODE11065541
228,112410398,HIGH,MEDIUM,MEDIUM,HIGH,MEDIUM,NO,NO,C300MIDH-IDJ-NODE11065541
229,112410399,LOW,NO,NO,NO,NO,PEO_SILVER,NO,MSAG5200-ISLIDH-KGW-NODE6194491
230,112410406,LOW,LOW,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
231,112410412,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
232,112410416,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
233,112410417,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
234,112410419,LOW,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLIDH-KGW-NODE6194491
235,112410432,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_SILVER,HIGH,C300MIDH-IDJ-NODE11065541
236,112410433,MEDIUM,LOW,MEDIUM,MEDIUM,NO,PEO_SILVER,HIGH,C300MIDH-IDJ-NODE11065541
237,112410434,LOW,LOW,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
238,112410441,LOW,LOW,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,C300MIDH-IDJ-NODE11065541
239,112410442,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
240,112410453,LOW,LOW,LOW,MEDIUM,LOW,PEO_SILVER,LOW,MSAG5200-ISLIDH-KGW-NODE6194491
241,112410466,LOW,LOW,LOW,LOW,NO,NO,NO,C300MIDH-IDJ-NODE11065541
242,112410467,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
243,112410468,LOW,LOW,LOW,MEDIUM,LOW,PEO_SILVER,HIGH,MSAG5200-ISLIDH-KGW-NODE6194491
244,112410482,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
245,112410483,LOW,LOW,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLIDH-KGW-NODE6194491
246,112410493,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,PEO_SILVER,HIGH,MSAG5200-ISLIDH-KGW-NODE6194491
247,112410496,MEDIUM,MEDIUM,LOW,LOW,LOW,PEO_SILVER,MEDIUM,C300MIDH-IDJ-NODE11065541
248,112410521,MEDIUM,MEDIUM,LOW,LOW,NO,PEO_SILVER_PLUS,MEDIUM,MSAG5200-ISLIDH-KGW-NODE6194491
249,112410527,LOW,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
250,112410536,LOW,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
251,112410539,HIGH,LOW,HIGH,MEDIUM,NO,NO,NO,C300MIDH-IDJ-NODE11065541
252,112410546,MEDIUM,MEDIUM,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
253,112410548,LOW,LOW,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
254,112410552,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLIDH-KGW-NODE6194491
255,112410557,HIGH,MEDIUM,MEDIUM,MEDIUM,HIGH,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
256,112410562,MEDIUM,MEDIUM,LOW,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLIDH-KGW-NODE6194491
257,112410567,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
258,112410570,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_UNNATHAM,HIGH,MSAG5200-ISLIDH-KGW-NODE6194491
259,112410580,MEDIUM,HIGH,LOW,LOW,MEDIUM,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
260,112410587,MEDIUM,LOW,LOW,LOW,NO,PEO_SILVER,HIGH,MSAG5200-ISLIDH-KGW-NODE6194491
261,112410594,MEDIUM,LOW,HIGH,LOW,NO,NO,NO,C300MIDH-IDJ-NODE11065541
262,112410603,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,HIGH,MSAG5200-ISLIDH-KGW-NODE6194491
263,112410613,LOW,MEDIUM,LOW,LOW,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
264,112410625,LOW,LOW,MEDIUM,LOW,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
265,112410629,LOW,LOW,LOW,LOW,LOW,PEO_UNNATHAM,HIGH,C300MIDH-IDJ-NODE11065541
266,112410634,LOW,LOW,LOW,LOW,NO,NO,NO,C300MIDH-IDJ-NODE11065541
267,112410646,MEDIUM,MEDIUM,LOW,LOW,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
268,112410660,HIGH,HIGH,MEDIUM,HIGH,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
269,112410661,LOW,LOW,LOW,LOW,MEDIUM,PEO_SILVER,MEDIUM,MSAG5200-ISLIDH-KGW-NODE6194491
270,112410672,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
271,112410677,HIGH,HIGH,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
272,112410698,LOW,NO,LOW,LOW,NO,NO,NO,C300MIDH-IDJ-NODE11065541
273,112410699,LOW,LOW,MEDIUM,LOW,NO,PEO_SILVER,HIGH,MSAG5200-ISLIDH-KGW-NODE6194491
274,112410705,LOW,NO,NO,NO,NO,PEO_UTHAYAM,NO,C300MIDH-IDJ-NODE11065541
275,112410711,LOW,MEDIUM,LOW,MEDIUM,LOW,NO,NO,C300MIDH-IDJ-NODE11065541
276,112410723,LOW,MEDIUM,LOW,LOW,NO,PEO_SILVER,HIGH,C300MIDH-IDJ-NODE11065541
277,112410724,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,PEO_SILVER,MEDIUM,C300MIDH-IDJ-NODE11065541
278,112410730,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
279,112410735,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,NEW_SLT_STAFF_PACKAGE,MEDIUM,MSAG5200-ISLIDH-KGW-NODE6194491
280,112410741,MEDIUM,HIGH,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
281,112410742,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,C300MIDH-IDJ-NODE11065541
282,112410748,LOW,LOW,MEDIUM,LOW,LOW,PEO_UTHAYAM,NO,MSAG5200-ISLIDH-KGW-NODE6194491
283,112410750,LOW,LOW,MEDIUM,LOW,NO,PEO_SILVER,HIGH,MSAG5200-ISLIDH-KGW-NODE6194491
284,112410759,LOW,LOW,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,C300MIDH-IDJ-NODE11065541
285,112410762,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,PEO_SILVER,HIGH,C300MIDH-IDJ-NODE11065541
286,112410777,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
287,112410781,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
288,112410785,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,LOW,MSAG5200-ISLIDH-KGW-NODE6194491
289,112410795,MEDIUM,MEDIUM,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
290,112410796,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,C300MIDH-IDJ-NODE11065541
291,112410809,LOW,LOW,LOW,LOW,HIGH,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
292,112410823,LOW,MEDIUM,LOW,LOW,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLIDH-KGW-NODE6194491
293,112410832,MEDIUM,MEDIUM,LOW,LOW,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
294,112410838,LOW,LOW,LOW,LOW,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
295,112410842,MEDIUM,MEDIUM,LOW,LOW,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLIDH-KGW-NODE6194491
296,112410844,LOW,NO,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
297,112410845,LOW,LOW,LOW,LOW,NO,PEO_SILVER,LOW,MSAG5200-ISLIDH-KGW-NODE6194491
298,112410853,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,NO,C300MIDH-IDJ-NODE11065541
299,112410862,MEDIUM,HIGH,MEDIUM,HIGH,MEDIUM,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
300,112410863,LOW,MEDIUM,LOW,LOW,LOW,PRANAMA,HIGH,MSAG5200-ISLIDH-KGW-NODE6194491
301,112410868,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,PRANAMA,MEDIUM,MSAG5200-ISLIDH-KGW-NODE6194491
302,112410870,MEDIUM,HIGH,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
303,112410878,LOW,LOW,MEDIUM,LOW,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
304,112410881,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,PEO_SILVER,NO,MSAG5200-ISLIDH-KGW-NODE6194491
305,112410892,LOW,LOW,LOW,LOW,LOW,PEO_SILVER,NO,MSAG5200-ISLIDH-KGW-NODE6194491
306,112410923,MEDIUM,MEDIUM,LOW,HIGH,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
307,112410928,LOW,LOW,LOW,LOW,NO,LOTUS,HIGH,MSAG5200-ISLIDH-KGW-NODE6194491
308,112410934,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,PEO_SILVER,MEDIUM,MSAG5200-ISLIDH-KGW-NODE6194491
309,112410935,LOW,MEDIUM,LOW,LOW,NO,NO,NO,C300MIDH-IDJ-NODE11065541
310,112410940,LOW,MEDIUM,HIGH,HIGH,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
311,112410947,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
312,112410953,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,PEO_ENTERTAINMENT,HIGH,C300MIDH-IDJ-NODE11065541
313,112410962,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
314,112410964,LOW,LOW,LOW,LOW,LOW,PEO_ENTERTAINMENT,LOW,MSAG5200-ISLIDH-KGW-NODE6194491
315,112410976,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,HIGH,C300MIDH-IDJ-NODE11065541
316,112410979,MEDIUM,MEDIUM,LOW,MEDIUM,MEDIUM,PEO_SILVER,NO,MSAG5200-ISLIDH-KGW-NODE6194491
317,112410982,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_SILVER_PLUS,MEDIUM,C300MIDH-IDJ-NODE11065541
318,112410983,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_SILVER,HIGH,C300MIDH-IDJ-NODE11065541
319,112410985,HIGH,HIGH,HIGH,HIGH,HIGH,NO,NO,C300MIDH-IDJ-NODE11065541
320,112410988,MEDIUM,MEDIUM,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
321,112411003,LOW,LOW,LOW,LOW,NO,PEO_SILVER,NO,MSAG5200-ISLIDH-KGW-NODE6194491
322,112411005,LOW,LOW,LOW,LOW,NO,PEO_TITANIUM,LOW,MSAG5200-ISLIDH-KGW-NODE6194491
323,112411009,LOW,LOW,LOW,LOW,NO,PEO_SILVER,HIGH,MSAG5200-ISLIDH-KGW-NODE6194491
324,112411010,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
325,112411016,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
326,112411026,LOW,MEDIUM,LOW,LOW,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
327,112411028,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
328,112411035,MEDIUM,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
329,112411041,MEDIUM,LOW,LOW,LOW,NO,PEO_SILVER,HIGH,C300MIDH-IDJ-NODE11065541
330,112411043,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
331,112411044,MEDIUM,LOW,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
332,112411053,LOW,MEDIUM,LOW,LOW,LOW,NO,NO,C300MIDH-IDJ-NODE11065541
333,112411055,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_SILVER,HIGH,C300MIDH-IDJ-NODE11065541
334,112411081,LOW,MEDIUM,HIGH,MEDIUM,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
335,112411085,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_SILVER_PLUS,MEDIUM,C300MIDH-IDJ-NODE11065541
336,112411100,HIGH,HIGH,HIGH,MEDIUM,NO,SLTStaff_PEO_SILVER,NO,MSAG5200-ISLIDH-KGW-NODE6194491
337,112411101,MEDIUM,LOW,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
338,112411104,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
339,112411111,MEDIUM,HIGH,LOW,HIGH,MEDIUM,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
340,112411112,HIGH,HIGH,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
341,112411113,HIGH,HIGH,HIGH,MEDIUM,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
342,112411117,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,C300MIDH-IDJ-NODE11065541
343,112411119,MEDIUM,LOW,LOW,LOW,MEDIUM,PEO_SILVER,MEDIUM,MSAG5200-ISLIDH-KGW-NODE6194491
344,112411131,MEDIUM,MEDIUM,MEDIUM,HIGH,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
345,112411136,MEDIUM,MEDIUM,LOW,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
346,112411139,MEDIUM,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
347,112411149,MEDIUM,MEDIUM,LOW,LOW,NO,PEO_SILVER,LOW,MSAG5200-ISLIDH-KGW-NODE6194491
348,112411156,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_SILVER,LOW,MSAG5200-ISLIDH-KGW-NODE6194491
349,112411166,MEDIUM,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
350,112411172,LOW,LOW,LOW,LOW,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
351,112411186,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,C300MIDH-IDJ-NODE11065541
352,112411192,MEDIUM,LOW,MEDIUM,LOW,NO,PEO_SILVER,HIGH,MSAG5200-ISLIDH-KGW-NODE6194491
353,112411193,HIGH,HIGH,HIGH,HIGH,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
354,112411195,LOW,LOW,LOW,LOW,NO,PEO_SILVER,MEDIUM,C300MIDH-IDJ-NODE11065541
355,112411204,MEDIUM,LOW,LOW,LOW,NO,NO,NO,C300MIDH-IDJ-NODE11065541
356,112411206,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
357,112411214,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLIDH-KGW-NODE6194491
358,112411216,MEDIUM,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
359,112411217,LOW,LOW,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
360,112411229,LOW,LOW,LOW,LOW,NO,NO,NO,C300MIDH-IDJ-NODE11065541
361,112411230,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
362,112411239,HIGH,HIGH,HIGH,MEDIUM,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
363,112411240,LOW,LOW,LOW,LOW,LOW,PEO_SILVER,MEDIUM,MSAG5200-ISLIDH-KGW-NODE6194491
364,112411261,MEDIUM,LOW,MEDIUM,LOW,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
365,112411279,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,PEO_SILVER,MEDIUM,C300MIDH-IDJ-NODE11065541
366,112411285,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
367,112411299,LOW,MEDIUM,LOW,LOW,NO,NO,NO,C300MIDH-IDJ-NODE11065541
368,112411303,MEDIUM,MEDIUM,LOW,MEDIUM,NO,PEO_SILVER,HIGH,MSAG5200-ISLIDH-KGW-NODE6194491
369,112411306,LOW,LOW,LOW,LOW,NO,PEO_ENTERTAINMENT,MEDIUM,MSAG5200-ISLIDH-KGW-NODE6194491
370,112411309,LOW,LOW,LOW,MEDIUM,NO,PEO_UTHAYAM,MEDIUM,C300MIDH-IDJ-NODE11065541
371,112411313,LOW,LOW,LOW,LOW,NO,PEO_ENTERTAINMENT,MEDIUM,MSAG5200-ISLIDH-KGW-NODE6194491
372,112411315,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
373,112411316,LOW,LOW,LOW,LOW,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLIDH-KGW-NODE6194491
374,112411325,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
375,112411327,LOW,LOW,LOW,LOW,NO,PEO_SILVER,HIGH,MSAG5200-ISLIDH-KGW-NODE6194491
376,112411329,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
377,112411332,MEDIUM,LOW,HIGH,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
378,112411335,MEDIUM,MEDIUM,LOW,LOW,MEDIUM,PEO_SILVER,MEDIUM,C300MIDH-IDJ-NODE11065541
379,112411385,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
380,112411471,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
381,112411488,LOW,LOW,LOW,LOW,LOW,PEO_SILVER,MEDIUM,MSAG5200-ISLIDH-KGW-NODE6194491
382,112411544,LOW,LOW,LOW,LOW,NO,PEO_SILVER,HIGH,MSAG5200-ISLIDH-KGW-NODE6194491
383,112411610,HIGH,HIGH,HIGH,HIGH,MEDIUM,NO,NO,C300MIDH-IDJ-NODE11065541
384,112411733,MEDIUM,LOW,MEDIUM,LOW,NO,PEO_UTHAYAM,MEDIUM,MSAG5200-ISLIDH-KGW-NODE6194491
385,112411777,MEDIUM,HIGH,HIGH,MEDIUM,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
386,112411778,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PRANAMA,MEDIUM,C300MIDH-IDJ-NODE11065541
387,112411781,MEDIUM,LOW,HIGH,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
388,112411782,LOW,HIGH,LOW,HIGH,NO,PEO_SILVER,NO,MSAG5200-ISLIDH-KGW-NODE6194491
389,112411886,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
390,112411887,HIGH,HIGH,HIGH,MEDIUM,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
391,112411888,HIGH,HIGH,HIGH,MEDIUM,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
392,112411889,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
393,112411890,MEDIUM,HIGH,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
394,112411891,HIGH,HIGH,HIGH,MEDIUM,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
395,112411930,HIGH,HIGH,MEDIUM,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
396,112411932,MEDIUM,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
397,112411943,LOW,LOW,LOW,LOW,MEDIUM,PEO_SILVER,HIGH,MSAG5200-ISLIDH-KGW-NODE6194491
398,112411965,LOW,MEDIUM,LOW,LOW,HIGH,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
399,112411983,MEDIUM,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
400,112411999,LOW,LOW,LOW,LOW,NO,PEO_SILVER,LOW,MSAG5200-ISLIDH-KGW-NODE6194491
401,112424808,LOW,LOW,MEDIUM,LOW,MEDIUM,NO,NO,MSAG5200-ISLSI-DWS-NODE520721
402,112431305,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLSI-DWS-NODE520721
403,112432583,LOW,LOW,NO,LOW,NO,NO,NO,MSAG5200-ISLSI-DWS-NODE520721
404,112440664,MEDIUM,MEDIUM,HIGH,LOW,NO,NO,NO,MSAG5200-ISLSI-DWS-NODE520721
405,112447975,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLSI-DWS-NODE520721
406,112447993,LOW,LOW,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLSI-DWS-NODE520721
407,112447997,MEDIUM,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLSI-DWS-NODE520721
408,112501556,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLHK-OCC-NODE506561
409,112502776,LOW,LOW,MEDIUM,LOW,LOW,PEO_UTHAYAM,MEDIUM,MSAG5200-ISLHK-OCC-NODE506561
410,112507629,MEDIUM,LOW,MEDIUM,LOW,NO,PEO_UNNATHAM,MEDIUM,MSAG5200-ISLHK-OCC-NODE506561
411,112512499,HIGH,MEDIUM,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
412,112512662,LOW,LOW,NO,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
413,112512668,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
414,112515012,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLND-PHG-NODE500241
415,112530090,MEDIUM,MEDIUM,LOW,LOW,NO,PEO_SILVER,HIGH,MSAG5200-ISLWI-NWT-NODE485201
416,112530473,LOW,NO,LOW,LOW,NO,PEO_UTHAYAM,NO,MSAG5200-ISLWI-NWT-NODE485201
417,112530566,LOW,LOW,LOW,LOW,NO,PEO_UNNATHAM,NO,MSAG5200-ISLWI-NWT-NODE485201
418,112530583,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLWI-NWT-NODE485201
419,112530841,MEDIUM,MEDIUM,LOW,LOW,LOW,PEO_SILVER,NO,MSAG5200-ISLWI-NWT-NODE485201
420,112530970,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLWI-NWT-NODE485201
421,112531009,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLWI-NWT-NODE485201
422,112531179,LOW,LOW,LOW,LOW,NO,PEO_SILVER,LOW,MSAG5200-ISLWI-NWT-NODE485201
423,112533230,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
424,112533434,HIGH,MEDIUM,HIGH,MEDIUM,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
425,112533435,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
426,112533466,MEDIUM,LOW,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLIDH-KGW-NODE6194491
427,112534372,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLWI-NWT-NODE485201
428,112555245,MEDIUM,HIGH,HIGH,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLHK-OCC-NODE506561
429,112555433,LOW,LOW,NO,LOW,NO,NO,NO,MSAG5200-ISLSI-DWS-NODE520721
430,112559736,MEDIUM,LOW,MEDIUM,LOW,NO,PEO_SILVER,HIGH,MSAG5200-ISLHK-OCC-NODE506561
431,112563251,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLHC-NAP-NODE478721
432,112563357,MEDIUM,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLHC-NAP-NODE478721
433,112563395,MEDIUM,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLHC-NAP-NODE478721
434,112572464,LOW,LOW,LOW,LOW,NO,PEO_SILVER,HIGH,MSAG5200-ISLWI-NWT-NODE485201
435,112572511,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,PEO_UTHAYAM,HIGH,MSAG5200-ISLWI-NWT-NODE485201
436,112572616,LOW,LOW,LOW,LOW,LOW,PEO_SILVER,HIGH,MSAG5200-ISLWI-NWT-NODE485201
437,112572710,LOW,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,C300MIDH-IDJ-NODE11065541
438,112589322,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLHK-OCC-NODE506561
439,112599143,LOW,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,HIGH,MSAG5200-ISLHK-OCC-NODE506561
440,112710064,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,PEO_SILVER_PLUS,MEDIUM,MSAG5200-ISLMV-GDM-NODE482491
